UDI,Product ID,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Type_H,Type_L,Type_M
5382,L52561,302.8,312.4,1651,27.0,200,0,0,1,0
5383,L52562,302.9,312.4,1698,33.8,202,0,0,1,0
5384,L52563,302.8,312.3,1504,40.3,204,0,0,1,0
5385,M20244,302.9,312.4,1421,46.0,206,0,0,0,1
5386,H34799,302.9,312.3,1754,26.9,209,0,1,0,0
5387,L52566,302.9,312.2,1469,42.0,214,0,0,1,0
5388,L52567,302.8,312.2,1433,50.0,216,0,0,1,0
5389,M20248,302.8,312.3,1432,49.0,218,0,0,0,1
5390,L52569,302.8,312.3,1366,49.1,221,0,0,1,0
5391,H34804,302.8,312.3,1483,47.2,223,0,1,0,0
5392,L52571,302.7,312.2,1572,34.4,228,0,0,1,0
5393,L52572,302.8,312.2,1481,40.2,230,0,0,1,0
5394,L52573,302.8,312.3,1473,42.6,232,0,0,1,0
5395,M20254,302.8,312.3,1262,70.5,234,1,0,0,1
5396,L52575,302.8,312.4,1529,36.8,237,0,0,1,0
5397,L52576,302.8,312.4,1523,39.7,239,0,0,1,0
5398,M20257,302.8,312.3,1416,42.7,241,0,0,0,1
5399,L52578,302.9,312.4,1923,23.9,244,0,0,1,0
5400,H34813,302.8,312.4,1411,53.8,246,1,1,0,0
5401,L52580,302.7,312.4,1477,46.3,251,1,0,1,0
5402,M20261,302.6,312.3,1454,54.8,253,1,0,0,1
5403,L52582,302.7,312.3,1421,48.5,0,0,0,1,0
5404,L52583,302.7,312.3,1858,25.4,2,0,0,1,0
5405,H34818,302.8,312.5,1422,46.1,4,0,1,0,0
5406,L52585,302.7,312.4,1444,48.7,9,0,0,1,0
5407,L52586,302.7,312.4,1360,47.8,11,0,0,1,0
5408,L52587,302.7,312.4,1954,24.8,13,0,0,1,0
5409,L52588,302.6,312.4,1628,33.0,15,0,0,1,0
5410,L52589,302.7,312.4,1433,44.2,17,0,0,1,0
5411,M20270,302.7,312.5,1417,51.5,19,0,0,0,1
5412,L52591,302.8,312.6,1462,39.4,22,0,0,1,0
5413,L52592,302.9,312.6,1328,59.9,24,0,0,1,0
5414,H34827,302.7,312.5,1527,36.4,26,0,1,0,0
5415,L52594,302.6,312.3,1534,34.3,31,0,0,1,0
5416,M20275,302.6,312.4,1410,50.3,33,0,0,0,1
5417,L52596,302.6,312.3,1660,30.3,36,0,0,1,0
5418,L52597,302.6,312.4,1386,45.8,38,0,0,1,0
5419,L52598,302.6,312.4,1398,41.6,40,0,0,1,0
5420,L52599,302.6,312.3,1321,53.4,42,0,0,1,0
5421,L52600,302.6,312.3,1512,34.2,44,0,0,1,0
5422,M20281,302.6,312.3,1566,36.6,46,0,0,0,1
5423,M20282,302.7,312.4,1422,44.5,49,0,0,0,1
5424,L52603,302.6,312.3,1647,31.8,52,0,0,1,0
5425,L52604,302.6,312.2,1377,45.5,54,0,0,1,0
5426,L52605,302.5,312.2,1775,27.9,56,0,0,1,0
5427,L52606,302.6,312.3,1554,42.0,58,0,0,1,0
5428,L52607,302.7,312.4,1423,51.9,60,0,0,1,0
5429,L52608,302.7,312.4,1453,47.3,62,0,0,1,0
5430,L52609,302.8,312.4,1590,34.4,64,0,0,1,0
5431,L52610,302.8,312.5,1694,28.4,66,0,0,1,0
5432,L52611,302.8,312.5,1462,43.4,68,0,0,1,0
5433,L52612,302.8,312.4,1392,46.2,70,0,0,1,0
5434,L52613,302.9,312.5,1550,45.5,72,0,0,1,0
5435,L52614,302.9,312.5,1629,30.4,74,0,0,1,0
5436,M20295,303.0,312.5,1524,42.1,76,0,0,0,1
5437,M20296,302.9,312.5,1679,30.9,79,0,0,0,1
5438,M20297,302.9,312.6,1394,46.4,82,0,0,0,1
5439,L52618,302.9,312.5,1683,32.1,85,0,0,1,0
5440,L52619,303.0,312.5,1626,30.5,87,0,0,1,0
5441,H34854,303.0,312.5,1698,30.0,89,0,1,0,0
5442,M20301,303.0,312.6,1392,42.9,94,0,0,0,1
5443,L52622,303.1,312.7,1353,51.8,97,0,0,1,0
5444,M20303,303.0,312.7,1426,46.8,99,0,0,0,1
5445,L52624,303.0,312.7,2024,19.9,102,0,0,1,0
5446,M20305,303.0,312.8,1648,32.1,104,0,0,0,1
5447,L52626,303.1,312.9,1511,40.1,107,0,0,1,0
5448,L52627,303.1,312.8,1465,44.1,109,0,0,1,0
5449,L52628,303.0,312.7,1551,41.8,111,0,0,1,0
5450,L52629,303.1,312.8,2329,15.1,113,0,0,1,0
5451,H34864,303.1,312.8,1435,41.9,115,0,1,0,0
5452,L52631,303.0,312.7,1361,48.8,120,0,0,1,0
5453,M20312,303.0,312.7,1553,35.8,122,0,0,0,1
5454,L52633,303.0,312.6,1451,42.1,125,0,0,1,0
5455,L52634,303.0,312.5,1461,40.2,127,0,0,1,0
5456,M20315,303.1,312.6,1895,23.5,129,0,0,0,1
5457,M20316,303.1,312.6,1567,32.9,132,0,0,0,1
5458,M20317,303.0,312.5,1602,33.7,135,0,0,0,1
5459,L52638,303.1,312.6,1514,42.1,138,0,0,1,0
5460,L52639,303.1,312.5,1453,49.1,140,0,0,1,0
5461,M20320,303.0,312.4,1526,36.1,142,0,0,0,1
5462,M20321,302.9,312.3,1339,52.1,145,0,0,0,1
5463,L52642,302.9,312.3,1889,22.8,148,0,0,1,0
5464,L52643,302.9,312.4,1561,34.8,150,0,0,1,0
5465,M20324,302.9,312.4,1659,33.1,152,0,0,0,1
5466,L52645,302.9,312.4,1424,49.5,155,0,0,1,0
5467,M20326,302.9,312.3,1426,44.7,157,0,0,0,1
5468,L52647,302.9,312.4,1383,51.4,160,0,0,1,0
5469,L52648,302.8,312.3,1764,29.9,162,0,0,1,0
5470,M20329,302.7,312.2,1439,42.5,164,0,0,0,1
5471,M20330,302.7,312.2,1585,35.5,167,0,0,0,1
5472,L52651,302.7,312.3,1346,61.2,170,0,0,1,0
5473,L52652,302.8,312.3,1386,57.8,172,0,0,1,0
5474,L52653,302.7,312.2,1369,51.8,174,0,0,1,0
5475,M20334,302.7,312.1,1378,46.9,176,0,0,0,1
5476,L52655,302.7,312.2,1336,46.8,179,0,0,1,0
5477,M20336,302.6,312.1,1445,42.0,181,0,0,0,1
5478,L52657,302.7,312.1,1763,26.5,184,0,0,1,0
5479,L52658,302.7,312.2,1611,34.1,186,0,0,1,0
5480,M20339,302.7,312.1,1564,32.1,188,0,0,0,1
5481,H34894,302.7,312.1,1478,36.0,191,0,1,0,0
5482,L52661,302.6,312.0,1781,28.5,196,0,0,1,0
5483,L52662,302.6,312.1,1782,26.8,198,0,0,1,0
5484,M20343,302.6,312.1,2000,21.9,200,0,0,0,1
5485,M20344,302.5,312.0,1826,25.3,203,0,0,0,1
5486,L52665,302.6,312.1,1344,51.0,206,0,0,1,0
5487,L52666,302.6,312.2,1520,43.0,208,0,0,1,0
5488,M20347,302.6,312.1,1611,39.9,210,0,0,0,1
5489,L52668,302.7,312.2,1450,52.1,213,1,0,1,0
5490,L52669,302.6,312.1,1499,35.0,215,0,0,1,0
5491,L52670,302.6,312.1,1288,68.5,0,1,0,1,0
5492,M20351,302.7,312.2,1350,58.6,2,0,0,0,1
5493,M20352,302.9,312.4,1334,50.9,5,0,0,0,1
5494,L52673,302.8,312.4,1376,57.1,8,0,0,1,0
5495,L52674,302.8,312.4,1368,49.5,10,0,0,1,0
5496,H34909,302.9,312.5,1357,55.0,12,0,1,0,0
5497,M20356,302.9,312.5,1924,24.0,17,0,0,0,1
5498,M20357,302.9,312.5,1551,40.0,20,0,0,0,1
5499,M20358,302.9,312.5,1903,21.2,23,0,0,0,1
5500,H34913,302.9,312.3,1417,48.7,26,0,1,0,0
5501,L52680,302.7,312.1,1601,35.2,31,0,0,1,0
5502,L52681,302.7,312.1,1543,37.5,33,0,0,1,0
5503,L52682,302.6,312.1,1439,52.3,35,0,0,1,0
5504,H34917,302.6,312.0,1657,29.3,37,0,1,0,0
5505,L52684,302.8,312.2,1458,51.0,42,0,0,1,0
5506,L52685,302.8,312.2,1746,27.4,44,0,0,1,0
5507,L52686,302.9,312.2,1677,30.5,46,0,0,1,0
5508,L52687,302.8,312.1,1520,39.9,48,0,0,1,0
5509,L52688,302.9,312.2,1367,55.1,50,0,0,1,0
5510,L52689,302.8,312.2,1509,36.5,52,0,0,1,0
5511,L52690,302.8,312.1,1418,51.4,54,0,0,1,0
5512,L52691,302.8,312.1,1958,20.3,56,0,0,1,0
5513,L52692,302.8,312.2,1682,30.9,58,0,0,1,0
5514,M20373,302.8,312.2,1452,50.3,60,0,0,0,1
5515,L52694,302.7,312.0,1828,24.0,63,0,0,1,0
5516,H34929,302.7,312.0,1484,41.5,65,0,1,0,0
5517,L52696,302.6,312.0,1674,32.2,70,0,0,1,0
5518,L52697,302.6,311.9,1448,49.5,72,0,0,1,0
5519,M20378,302.5,311.8,2023,19.1,74,0,0,0,1
5520,L52699,302.5,311.9,1452,47.4,77,0,0,1,0
5521,M20380,302.6,312.0,1496,45.0,79,0,0,0,1
5522,L52701,302.6,311.9,1397,46.9,82,0,0,1,0
5523,L52702,302.6,311.9,1453,39.1,84,0,0,1,0
5524,M20383,302.5,311.9,1524,34.8,86,0,0,0,1
5525,L52704,302.6,311.9,1633,30.9,89,0,0,1,0
5526,M20385,302.6,312.0,1363,45.7,91,0,0,0,1
5527,L52706,302.5,311.9,1520,44.9,94,0,0,1,0
5528,M20387,302.5,311.9,1532,38.8,96,0,0,0,1
5529,L52708,302.4,311.8,1384,50.9,99,0,0,1,0
5530,M20389,302.4,311.8,1539,39.9,101,0,0,0,1
5531,M20390,302.3,311.8,1355,50.1,104,0,0,0,1
5532,M20391,302.3,311.7,1504,37.3,107,0,0,0,1
5533,L52712,302.4,311.8,1476,46.6,110,0,0,1,0
5534,L52713,302.4,311.7,1721,26.9,112,0,0,1,0
5535,M20394,302.3,311.7,1494,37.1,114,0,0,0,1
5536,L52715,302.3,311.7,1465,43.5,117,0,0,1,0
5537,M20396,302.3,311.8,1363,54.0,119,1,0,0,1
5538,L52717,302.4,311.8,1648,30.0,122,0,0,1,0
5539,M20398,302.3,311.8,1879,23.0,124,0,0,0,1
5540,H34953,302.3,311.7,1482,39.0,127,0,1,0,0
5541,L52720,302.4,311.8,1493,38.4,132,0,0,1,0
5542,L52721,302.4,311.8,1433,42.2,134,0,0,1,0
5543,L52722,302.3,311.7,1400,41.6,136,0,0,1,0
5544,L52723,302.4,311.8,1255,59.0,138,0,0,1,0
5545,L52724,302.2,311.7,1471,45.6,140,0,0,1,0
5546,H34959,302.2,311.6,1357,44.2,142,0,1,0,0
5547,L52726,302.3,311.7,1453,41.2,147,0,0,1,0
5548,M20407,302.3,311.7,1540,28.9,149,0,0,0,1
5549,L52728,302.3,311.8,1605,35.2,152,0,0,1,0
5550,H34963,302.3,311.9,1374,52.4,154,0,1,0,0
5551,M20410,302.3,311.9,1508,42.3,159,0,0,0,1
5552,H34965,302.4,311.9,1366,47.3,162,0,1,0,0
5553,H34966,302.5,312.0,1579,35.7,167,0,1,0,0
5554,L52733,302.5,311.9,1306,59.7,172,0,0,1,0
5555,M20414,302.5,312.0,1521,40.2,174,0,0,0,1
5556,L52735,302.5,312.0,1411,44.2,177,0,0,1,0
5557,H34970,302.5,312.0,1357,42.0,179,0,1,0,0
5558,M20417,302.5,312.0,1436,43.5,184,0,0,0,1
5559,L52738,302.5,311.9,1553,40.1,187,0,0,1,0
5560,M20419,302.5,312.0,1451,43.2,189,0,0,0,1
5561,L52740,302.4,311.9,1541,37.9,192,0,0,1,0
5562,M20421,302.3,311.7,1341,46.3,194,0,0,0,1
5563,L52742,302.3,311.7,1648,32.1,197,0,0,1,0
5564,M20423,302.3,311.7,1640,31.5,199,0,0,0,1
5565,L52744,302.4,311.8,1416,46.1,202,0,0,1,0
5566,L52745,302.4,311.9,1671,29.9,204,0,0,1,0
5567,L52746,302.4,312.0,1457,45.5,206,0,0,1,0
5568,M20427,302.5,312.0,1445,54.8,0,0,0,0,1
5569,L52748,302.5,312.1,1534,38.6,3,0,0,1,0
5570,L52749,302.4,312.0,1508,36.9,5,0,0,1,0
5571,M20430,302.4,312.1,1492,47.7,7,0,0,0,1
5572,L52751,302.4,312.0,1562,37.9,10,0,0,1,0
5573,L52752,302.4,312.0,1545,36.4,12,0,0,1,0
5574,L52753,302.5,312.2,1738,25.3,14,0,0,1,0
5575,L52754,302.4,312.0,1305,49.1,16,0,0,1,0
5576,H34989,302.4,312.0,1477,39.7,18,0,1,0,0
5577,H34990,302.4,312.0,1457,43.4,23,0,1,0,0
5578,L52757,302.4,312.1,1455,40.4,28,0,0,1,0
5579,L52758,302.5,312.2,1574,38.7,30,0,0,1,0
5580,L52759,302.6,312.2,1695,27.1,32,0,0,1,0
5581,M20440,302.6,312.2,1458,38.8,34,0,0,0,1
5582,M20441,302.5,312.1,1454,47.6,37,0,0,0,1
5583,L52762,302.5,312.0,2052,18.9,40,0,0,1,0
5584,L52763,302.5,312.0,1673,29.9,42,0,0,1,0
5585,L52764,302.4,311.9,1578,29.9,44,0,0,1,0
5586,M20445,302.5,312.0,1642,29.1,46,0,0,0,1
5587,M20446,302.4,311.8,1557,31.5,49,0,0,0,1
5588,L52767,302.5,311.9,1481,42.9,52,0,0,1,0
5589,M20448,302.5,311.8,1566,37.6,54,0,0,0,1
5590,M20449,302.5,311.9,1298,57.5,57,0,0,0,1
5591,M20450,302.5,311.9,1340,59.4,60,0,0,0,1
5592,L52771,302.5,312.0,1574,33.8,63,0,0,1,0
5593,L52772,302.5,311.9,1437,46.7,65,0,0,1,0
5594,L52773,302.6,311.9,1354,48.0,67,0,0,1,0
5595,L52774,302.6,311.9,1598,35.5,69,0,0,1,0
5596,M20455,302.7,312.0,1944,21.4,71,0,0,0,1
5597,M20456,302.7,312.0,1538,36.7,74,0,0,0,1
5598,L52777,302.7,312.0,1501,37.0,77,0,0,1,0
5599,L52778,302.8,312.1,1441,52.1,79,0,0,1,0
5600,M20459,302.7,312.0,1652,31.0,81,0,0,0,1
5601,L52780,302.8,312.1,1487,36.6,84,0,0,1,0
5602,L52781,302.9,312.2,1605,33.9,86,0,0,1,0
5603,L52782,302.9,312.1,1334,54.7,88,0,0,1,0
5604,L52783,302.9,312.2,1340,57.8,90,0,0,1,0
5605,L52784,302.9,312.2,1513,37.8,92,0,0,1,0
5606,L52785,302.9,312.2,1510,41.4,94,0,0,1,0
5607,L52786,302.9,312.2,1729,23.6,96,0,0,1,0
5608,M20467,302.9,312.2,1745,25.5,98,0,0,0,1
5609,M20468,303.1,312.3,1623,31.6,101,0,0,0,1
5610,M20469,303.1,312.4,1378,50.1,104,0,0,0,1
5611,L52790,303.1,312.4,1407,41.2,107,0,0,1,0
5612,M20471,303.0,312.3,1674,29.5,109,0,0,0,1
5613,L52792,303.0,312.3,1486,42.4,112,0,0,1,0
5614,M20473,303.0,312.3,1483,38.8,114,0,0,0,1
5615,H35028,303.0,312.2,1624,28.8,117,0,1,0,0
5616,M20475,303.0,312.2,1257,71.3,122,1,0,0,1
5617,L52796,303.0,312.3,1480,41.4,125,0,0,1,0
5618,L52797,303.1,312.4,1404,61.5,127,1,0,1,0
5619,M20478,303.0,312.4,1645,29.6,129,0,0,0,1
5620,L52799,303.0,312.3,1932,21.9,132,0,0,1,0
5621,L52800,303.0,312.3,1533,38.5,134,0,0,1,0
5622,M20481,302.9,312.2,1292,54.4,136,0,0,0,1
5623,L52802,302.9,312.2,1571,40.6,139,0,0,1,0
5624,L52803,302.9,312.3,1578,36.3,141,0,0,1,0
5625,M20484,302.8,312.2,1469,36.9,143,0,0,0,1
5626,L52805,302.7,312.1,1728,24.4,146,0,0,1,0
5627,H35040,302.7,312.1,1603,32.5,148,0,1,0,0
5628,L52807,302.7,312.1,1597,39.8,153,0,0,1,0
5629,L52808,302.7,312.1,1688,32.0,155,0,0,1,0
5630,L52809,302.7,312.2,1405,51.4,157,0,0,1,0
5631,M20490,302.8,312.2,1615,32.9,159,0,0,0,1
5632,L52811,302.8,312.2,1515,36.8,162,0,0,1,0
5633,L52812,302.7,312.2,1376,52.8,164,0,0,1,0
5634,L52813,302.7,312.2,1447,47.5,166,0,0,1,0
5635,M20494,302.6,312.2,1353,56.5,168,0,0,0,1
5636,L52815,302.6,312.1,1502,47.3,171,0,0,1,0
5637,L52816,302.6,312.0,1447,45.5,173,0,0,1,0
5638,M20497,302.5,312.0,1487,46.1,175,0,0,0,1
5639,L52818,302.6,312.1,1519,38.1,178,0,0,1,0
5640,L52819,302.6,312.1,1668,28.7,180,0,0,1,0
5641,L52820,302.6,312.1,1420,51.6,182,0,0,1,0
5642,L52821,302.6,312.1,1473,37.3,184,0,0,1,0
5643,L52822,302.5,312.0,1495,38.8,186,0,0,1,0
5644,L52823,302.5,312.0,1574,42.0,188,0,0,1,0
5645,L52824,302.5,312.0,1383,51.3,190,0,0,1,0
5646,M20505,302.5,312.0,1591,29.4,192,0,0,0,1
5647,M20506,302.4,311.8,1644,37.2,195,0,0,0,1
5648,H35061,302.5,311.8,2370,14.7,198,0,1,0,0
5649,L52828,302.5,311.9,1401,44.9,203,0,0,1,0
5650,M20509,302.5,311.9,1414,51.6,205,0,0,0,1
5651,L52830,302.5,312.0,1456,46.3,208,0,0,1,0
5652,M20511,302.5,312.0,1447,45.7,210,0,0,0,1
5653,L52832,302.4,311.8,1727,26.5,213,0,0,1,0
5654,L52833,302.4,311.7,1495,36.8,215,0,0,1,0
5655,L52834,302.3,311.6,1544,34.3,0,0,0,1,0
5656,L52835,302.3,311.5,1387,47.3,2,0,0,1,0
5657,M20516,302.3,311.5,1316,47.2,4,0,0,0,1
5658,L52837,302.3,311.5,1794,26.1,7,0,0,1,0
5659,M20518,302.2,311.4,1372,55.1,9,0,0,0,1
5660,M20519,302.3,311.5,1674,30.0,12,0,0,0,1
5661,L52840,302.2,311.4,1477,41.7,15,0,0,1,0
5662,L52841,302.2,311.4,1397,53.0,17,0,0,1,0
5663,L52842,302.2,311.5,1616,34.0,19,0,0,1,0
5664,M20523,302.3,311.5,1530,42.3,21,0,0,0,1
5665,M20524,302.2,311.4,1539,35.1,24,0,0,0,1
5666,L52845,302.3,311.4,1845,21.9,27,0,0,1,0
5667,L52846,302.2,311.4,1430,43.1,29,0,0,1,0
5668,L52847,302.2,311.4,2080,19.2,31,0,0,1,0
5669,M20528,302.2,311.4,1432,45.3,33,0,0,0,1
5670,M20529,302.2,311.5,1479,39.5,36,0,0,0,1
5671,L52850,302.2,311.5,1424,45.2,39,0,0,1,0
5672,H35085,302.2,311.6,1534,37.2,41,0,1,0,0
5673,H35086,302.1,311.6,1701,26.2,46,0,1,0,0
5674,L52853,302.2,311.6,1462,50.0,51,0,0,1,0
5675,M20534,302.2,311.7,1393,42.5,53,0,0,0,1
5676,M20535,302.3,311.7,1453,42.5,56,0,0,0,1
5677,L52856,302.3,311.8,1565,37.8,59,0,0,1,0
5678,L52857,302.3,311.8,1281,51.7,61,0,0,1,0
5679,M20538,302.2,311.7,1584,36.2,63,0,0,0,1
5680,M20539,302.2,311.7,1466,49.0,66,0,0,0,1
5681,M20540,302.2,311.6,1386,50.5,69,0,0,0,1
5682,L52861,302.2,311.6,1383,44.3,72,0,0,1,0
5683,H35096,302.3,311.6,1441,53.9,74,0,1,0,0
5684,M20543,302.2,311.6,1592,37.7,79,0,0,0,1
5685,H35098,302.2,311.6,1594,36.8,82,0,1,0,0
5686,L52865,302.2,311.5,1482,45.6,87,0,0,1,0
5687,L52866,302.2,311.6,1658,31.4,89,0,0,1,0
5688,L52867,302.3,311.7,2170,18.2,91,0,0,1,0
5689,M20548,302.3,311.7,1423,44.6,93,0,0,0,1
5690,L52869,302.4,311.8,1543,31.1,96,0,0,1,0
5691,L52870,302.3,311.8,1435,44.8,98,0,0,1,0
5692,L52871,302.4,311.8,1320,56.4,100,0,0,1,0
5693,M20552,302.4,311.9,1313,55.7,102,0,0,0,1
5694,M20553,302.4,311.8,1453,42.1,105,0,0,0,1
5695,L52874,302.4,311.8,1508,45.7,108,0,0,1,0
5696,L52875,302.4,311.8,1451,42.0,110,0,0,1,0
5697,H35110,302.5,311.9,1595,34.6,112,0,1,0,0
5698,L52877,302.5,311.9,1354,49.4,117,0,0,1,0
5699,L52878,302.5,311.9,1265,59.8,119,0,0,1,0
5700,L52879,302.4,311.9,1867,25.9,121,0,0,1,0
5701,L52880,302.5,311.9,1497,41.6,123,0,0,1,0
5702,M20561,302.5,311.9,1347,54.3,125,0,0,0,1
5703,L52882,302.3,311.7,1544,43.2,128,0,0,1,0
5704,H35117,302.3,311.7,1456,45.4,130,0,1,0,0
5705,L52884,302.5,311.8,1335,52.7,135,0,0,1,0
5706,L52885,302.4,311.9,1452,43.1,137,0,0,1,0
5707,L52886,302.4,311.9,1290,70.0,139,1,0,1,0
5708,L52887,302.4,311.8,1448,43.4,141,0,0,1,0
5709,L52888,302.3,311.7,1611,38.6,143,0,0,1,0
5710,L52889,302.2,311.7,1556,38.6,145,0,0,1,0
5711,H35124,302.2,311.7,1413,46.5,147,0,1,0,0
5712,L52891,302.2,311.6,1545,35.9,152,0,0,1,0
5713,L52892,302.2,311.7,1330,54.6,154,0,0,1,0
5714,L52893,302.2,311.9,1596,38.0,156,0,0,1,0
5715,L52894,302.2,311.8,1618,36.0,158,0,0,1,0
5716,H35129,302.2,311.9,1597,35.8,160,0,1,0,0
5717,L52896,302.3,312.0,1354,52.2,165,0,0,1,0
5718,L52897,302.3,312.0,1746,28.1,167,0,0,1,0
5719,L52898,302.4,312.0,1621,32.5,169,0,0,1,0
5720,L52899,302.3,312.0,1398,43.3,171,0,0,1,0
5721,L52900,302.3,311.9,1434,51.9,173,0,0,1,0
5722,M20581,302.3,311.8,1443,43.4,175,0,0,0,1
5723,L52902,302.2,311.7,1488,44.6,178,0,0,1,0
5724,M20583,302.3,311.8,1475,48.0,180,0,0,0,1
5725,L52904,302.3,311.8,1433,50.3,183,0,0,1,0
5726,M20585,302.3,311.8,1557,34.1,185,0,0,0,1
5727,M20586,302.4,311.9,1398,50.1,188,0,0,0,1
5728,M20587,302.3,311.8,1559,34.4,191,0,0,0,1
5729,M20588,302.4,311.9,1422,46.4,194,0,0,0,1
5730,M20589,302.3,311.8,1463,35.7,197,0,0,0,1
5731,L52910,302.3,311.7,1793,25.3,200,0,0,1,0
5732,L52911,302.2,311.6,1872,20.4,202,0,0,1,0
5733,L52912,302.2,311.7,1412,44.5,204,0,0,1,0
5734,L52913,302.3,311.8,1487,43.2,206,0,0,1,0
5735,L52914,302.3,311.8,1369,56.2,208,1,0,1,0
5736,L52915,302.4,311.8,1673,30.1,210,0,0,1,0
5737,M20596,302.4,311.9,1439,36.6,212,0,0,0,1
5738,L52917,302.3,311.8,1574,42.8,215,0,0,1,0
5739,L52918,302.3,311.7,1281,48.8,0,0,0,1,0
5740,M20599,302.2,311.7,1653,31.4,2,0,0,0,1
5741,M20600,302.3,311.7,1535,38.3,5,0,0,0,1
5742,M20601,302.3,311.7,1483,40.5,8,0,0,0,1
5743,L52922,302.3,311.7,1414,47.0,11,0,0,1,0
5744,M20603,302.2,311.6,1379,42.9,13,0,0,0,1
5745,H35158,302.2,311.5,1482,42.6,16,0,1,0,0
5746,L52925,302.1,311.5,1987,20.1,21,0,0,1,0
5747,M20606,302.1,311.5,1635,31.6,23,0,0,0,1
5748,L52927,302.1,311.5,1533,39.4,26,0,0,1,0
5749,M20608,302.2,311.7,1576,34.0,28,0,0,0,1
5750,H35163,302.2,311.8,1330,62.4,31,0,1,0,0
5751,L52930,302.2,311.8,1981,21.8,36,0,0,1,0
5752,H35165,302.3,311.8,1475,42.8,38,0,1,0,0
5753,H35166,302.3,311.8,1804,25.0,43,0,1,0,0
5754,L52933,302.2,311.6,1416,54.1,48,0,0,1,0
5755,L52934,302.1,311.5,1727,27.7,50,0,0,1,0
5756,L52935,302.1,311.4,1391,49.2,52,0,0,1,0
5757,M20616,302.0,311.5,1366,52.3,54,0,0,0,1
5758,L52937,301.9,311.3,1366,55.6,57,0,0,1,0
5759,L52938,301.9,311.3,1501,40.8,59,0,0,1,0
5760,L52939,301.8,311.3,1551,35.8,61,0,0,1,0
5761,M20620,301.9,311.3,1522,35.6,63,0,0,0,1
5762,L52941,301.9,311.2,1369,49.8,66,0,0,1,0
5763,L52942,301.8,311.2,1334,52.3,68,0,0,1,0
5764,H35177,301.8,311.2,1451,39.4,70,0,1,0,0
5765,L52944,301.7,311.2,1589,37.9,75,0,0,1,0
5766,L52945,301.7,311.3,1708,30.5,77,0,0,1,0
5767,M20626,301.7,311.2,1413,42.6,79,0,0,0,1
5768,M20627,301.6,311.2,1415,46.5,82,0,0,0,1
5769,L52948,301.7,311.3,1421,45.9,85,0,0,1,0
5770,L52949,301.7,311.3,1348,51.0,87,0,0,1,0
5771,L52950,301.6,311.2,1408,42.9,89,0,0,1,0
5772,L52951,301.6,311.2,1525,43.7,91,0,0,1,0
5773,L52952,301.6,311.3,1706,29.9,93,0,0,1,0
5774,H35187,301.6,311.2,1395,46.8,95,0,1,0,0
5775,L52954,301.5,311.1,1602,34.3,100,0,0,1,0
5776,L52955,301.6,311.1,1907,21.5,102,0,0,1,0
5777,L52956,301.6,311.1,1325,49.2,104,0,0,1,0
5778,L52957,301.6,311.1,1408,44.4,106,0,0,1,0
5779,M20638,301.7,311.1,1489,41.4,108,0,0,0,1
5780,L52959,301.6,311.1,1680,29.2,111,0,0,1,0
5781,L52960,301.7,311.2,1517,42.4,113,0,0,1,0
5782,M20641,301.7,311.1,1618,36.7,115,0,0,0,1
5783,L52962,301.7,311.1,1455,39.8,118,0,0,1,0
5784,H35197,301.8,311.1,1543,36.4,120,0,1,0,0
5785,M20644,301.8,311.1,1399,41.8,125,0,0,0,1
5786,L52965,301.7,311.1,1469,37.2,128,0,0,1,0
5787,L52966,301.7,311.2,1521,36.7,130,0,0,1,0
5788,L52967,301.7,311.3,1584,38.8,132,0,0,1,0
5789,L52968,301.8,311.5,1443,43.3,134,0,0,1,0
5790,M20649,301.8,311.5,1416,49.0,136,0,0,0,1
5791,M20650,301.7,311.2,1563,34.5,139,0,0,0,1
5792,M20651,301.8,311.3,1542,40.1,142,0,0,0,1
5793,M20652,301.8,311.3,1624,31.6,145,0,0,0,1
5794,L52973,301.8,311.3,1471,44.2,148,0,0,1,0
5795,M20654,301.9,311.5,1492,40.8,150,0,0,0,1
5796,M20655,301.9,311.4,1465,39.9,153,0,0,0,1
5797,L52976,301.7,311.1,1399,55.1,156,0,0,1,0
5798,L52977,301.6,311.0,1431,42.6,158,0,0,1,0
5799,L52978,301.5,310.9,1600,39.0,160,0,0,1,0
5800,L52979,301.5,310.8,1593,34.5,162,0,0,1,0
5801,L52980,301.5,310.9,1469,44.7,164,0,0,1,0
5802,L52981,301.5,310.8,1413,44.6,166,0,0,1,0
5803,L52982,301.4,310.8,1490,38.0,168,0,0,1,0
5804,L52983,301.5,310.9,1671,31.1,170,0,0,1,0
5805,L52984,301.5,310.9,1365,46.5,172,0,0,1,0
5806,M20665,301.4,310.9,1557,39.3,174,0,0,0,1
5807,L52986,301.4,310.9,1440,45.4,177,0,0,1,0
5808,M20667,301.4,310.9,1489,38.9,179,0,0,0,1
5809,L52988,301.4,311.0,1733,25.7,182,0,0,1,0
5810,H35223,301.3,311.0,1580,36.6,184,0,1,0,0
5811,L52990,301.3,311.0,1856,21.9,189,0,0,1,0
5812,L52991,301.3,311.1,1454,40.3,191,0,0,1,0
5813,L52992,301.4,311.1,1495,36.3,193,0,0,1,0
5814,L52993,301.2,311.0,1761,29.1,195,0,0,1,0
5815,M20674,301.3,311.0,1402,47.5,197,0,0,0,1
5816,L52995,301.2,311.0,1670,33.0,200,0,0,1,0
